version,candidate,stage,inner_fold,held_subjects,n_train_subjects,n_held_subjects,method_BA,control_BA,delta_BA,method_epoch,control_epoch,elapsed_seconds,fold,seed
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.885,0.8835714285714286,0.0014285714285714,0,0,11.360153198242188,0,0
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8416666666666667,0.835,0.0066666666666667,9,2,29.08311414718628,0,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,0,"['39', '30', '12', '9', '31', '26', '27']",27,7,0.8542857142857143,0.8521428571428571,0.0021428571428572,20,18,45.84306263923645,0,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,1,"['52', '5', '29', '42', '34', '4', '46']",27,7,0.7914285714285714,0.7914285714285714,0.0,3,7,24.84282422065735,0,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,2,"['51', '7', '41', '23', '8', '18', '43']",27,7,0.8221428571428572,0.8214285714285714,0.0007142857142857,0,0,11.238065719604492,0,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.8842857142857143,0.8842857142857143,0.0,0,0,11.3810875415802,0,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8375,0.8366666666666667,0.0008333333333333,7,2,25.598780870437626,0,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,0,"['39', '30', '12', '9', '31', '26', '27']",27,7,0.855,0.8528571428571429,0.0021428571428571,5,5,20.73793649673462,0,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,1,"['52', '5', '29', '42', '34', '4', '46']",27,7,0.79,0.79,0.0,0,0,11.90748381614685,0,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,2,"['51', '7', '41', '23', '8', '18', '43']",27,7,0.8221428571428572,0.825,-0.0028571428571427,9,12,36.9980890750885,0,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.885,0.8835714285714286,0.0014285714285714,0,0,11.817109823226929,0,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8416666666666667,0.835,0.0066666666666667,9,2,29.93082594871521,0,0
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7992857142857143,-0.0028571428571427,8,9,51.61841702461243,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714,0,4,33.89692187309265,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8378571428571429,0.0,8,9,50.37166833877564,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251563e-16,3,4,31.9284303188324,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025,1,6,30.50338220596313,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.0042857142857143,1,9,37.02435898780823,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856,0,4,24.720722913742065,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8378571428571429,-0.0007142857142856,3,9,37.01993680000305,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251563e-16,3,4,24.474175453186035,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.8558333333333333,0.0016666666666665,1,6,30.40431523323059,0,1
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.0042857142857143,1,9,36.6044716835022,0,1
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856,0,4,24.694132328033447,0,1
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.8378571428571429,-0.0028571428571428,1,9,37.246161222457886,0,1
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8928571428571428,0.8942857142857144,-0.0014285714285715,3,4,24.664872407913208,0,1
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025,1,6,30.250108242034912,0,1
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.0042857142857143,1,9,37.34534978866577,0,1
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7914285714285714,0.7935714285714286,-0.0021428571428572,0,4,24.43463659286499,0,1
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.8378571428571429,-0.0028571428571428,1,9,36.86228060722351,0,1
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8921428571428571,0.8942857142857144,-0.0021428571428572,0,4,24.758626461029053,0,1
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8591666666666666,0.8558333333333333,0.0033333333333332,1,6,30.13514256477356,0,1
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7985714285714286,0.7957142857142857,0.0028571428571428,7,13,46.38599181175232,0,1
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.811931371688845,0,1
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8364285714285714,0.0014285714285714,5,5,27.204946517944336,0,1
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,14.486748933792114,0,1
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333,3,3,23.126766443252563,0,1
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7992857142857143,-0.0028571428571427,14,9,49.4166955947876,0,1
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714,0,4,24.54895830154419,0,1
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8378571428571429,0.0,8,9,36.92828989028931,0,1
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251563e-16,3,4,24.40298557281494,0,1
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025,1,6,30.0289945602417,0,1
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7985714285714286,0.7957142857142857,0.0028571428571428,7,13,46.47206592559815,0,1
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.584903240203856,0,1
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8364285714285714,0.0014285714285714,5,5,26.44585132598877,0,1
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,14.730999946594238,0,1
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333,3,3,22.20932412147522,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7992857142857143,-0.0028571428571427,8,9,36.613290309906006,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714,0,4,24.650962114334103,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8378571428571429,0.0,8,9,36.54092478752136,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251563e-16,3,4,25.013559818267822,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025,1,6,32.88525915145874,0,1
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7957142857142857,0.0021428571428571,4,13,48.41382932662964,0,1
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.46211004257202,0,1
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8364285714285714,0.0014285714285714,5,5,28.12087059020996,0,1
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,15.163915395736694,0,1
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333,3,3,23.473918199539185,0,1
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.0042857142857143,1,9,34.07212495803833,0,1
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856,0,4,20.73018527030945,0,1
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8378571428571429,-0.0007142857142856,3,9,28.94031023979187,0,1
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251563e-16,3,4,18.9256272315979,0,1
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.8558333333333333,0.0016666666666665,1,6,22.21148157119751,0,1
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7957142857142857,0.0021428571428571,4,13,27.98825478553772,0,1
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,8.47916555404663,0,1
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8364285714285714,0.0014285714285714,5,5,16.063348293304443,0,1
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,8.947900772094727,0,1
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333,3,3,14.162189722061155,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.0042857142857143,1,9,21.3552463054657,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856,0,4,13.998010635375977,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8378571428571429,-0.0007142857142856,3,9,22.75933337211609,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251563e-16,3,4,14.659257173538208,0,1
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.8558333333333333,0.0016666666666665,1,6,17.144375562667847,0,1
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8028571428571429,0.8042857142857143,-0.0014285714285713,4,9,51.173903465271,1,0
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8714285714285714,0.87,0.0014285714285714,0,0,20.45326232910156,1,0
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8164285714285714,0.8157142857142857,0.0007142857142856,0,0,19.871165990829468,1,0
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8557142857142856,0.8564285714285714,-0.0007142857142857,0,0,19.769972801208496,1,0
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8608333333333333,0.8574999999999999,0.0033333333333334,11,0,56.56126427650452,1,0
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8014285714285714,0.8042857142857143,-0.0028571428571428,4,9,36.4353346824646,1,0
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8728571428571428,0.87,0.0028571428571427,0,0,14.694265365600586,1,0
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8171428571428572,0.8157142857142857,0.0014285714285714,0,0,14.753929853439333,1,0
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8564285714285714,0.8564285714285714,0.0,3,0,21.928289651870728,1,0
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8608333333333333,0.8574999999999999,0.0033333333333334,5,0,27.92881155014038,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8007142857142857,0.802142857142857,-0.0014285714285713,1,1,17.169685125350952,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8735714285714286,0.87,0.0035714285714285,0,0,15.185797929763794,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8178571428571428,0.8157142857142857,0.0021428571428571,0,0,14.518503665924072,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8564285714285714,0.8564285714285714,0.0,0,0,14.628845691680908,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8633333333333333,0.8574999999999999,0.0058333333333333,6,0,30.44877815246582,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8007142857142857,0.802142857142857,-0.0014285714285713,1,1,17.270474433898926,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8728571428571428,0.87,0.0028571428571427,0,0,14.581010818481444,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8192857142857143,0.8157142857142857,0.0035714285714285,0,0,14.337953567504885,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8557142857142856,0.8564285714285714,-0.0007142857142857,3,0,21.658751487731934,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8625,0.8574999999999999,0.0050000000000001,8,0,35.66668248176575,1,0
V1,V1__lg0.3__ld0.01__lr0.0001__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8028571428571429,0.8021428571428572,0.0007142857142857,3,3,21.82628273963928,1,0
V1,V1__lg0.3__ld0.01__lr0.0001__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8714285714285714,0.87,0.0014285714285714,1,2,19.977172374725345,1,0
V1,V1__lg0.3__ld0.01__lr0.0001__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8164285714285715,0.815,0.0014285714285715,4,4,23.898229837417603,1,0
V1,V1__lg0.3__ld0.01__lr0.0001__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8585714285714285,0.8585714285714285,0.0,0,0,14.901780605316162,1,0
V1,V1__lg0.3__ld0.01__lr0.0001__b8,stage2,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8583333333333334,0.8591666666666666,-0.0008333333333332,0,2,19.948927402496334,1,0
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8007142857142857,0.802142857142857,-0.0014285714285713,1,1,17.096407175064087,1,0
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8735714285714286,0.87,0.0035714285714285,0,0,14.653489112854004,1,0
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8178571428571428,0.8157142857142857,0.0021428571428571,0,0,14.799660444259644,1,0
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8564285714285714,0.8564285714285714,0.0,0,0,14.46526336669922,1,0
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8625,0.8574999999999999,0.0050000000000001,4,0,25.625412702560425,1,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8028571428571429,0.8021428571428572,0.0007142857142857,3,3,22.14203143119812,1,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8714285714285714,0.87,0.0014285714285714,1,2,19.60055565834045,1,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8164285714285715,0.815,0.0014285714285715,4,4,24.45615816116333,1,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8585714285714285,0.8585714285714285,0.0,0,0,14.509177446365356,1,0
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8583333333333334,0.8591666666666666,-0.0008333333333332,0,2,20.41299080848694,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8007142857142857,0.802142857142857,-0.0014285714285713,1,1,17.243332386016846,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8735714285714286,0.87,0.0035714285714285,0,0,14.882928609848022,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8178571428571428,0.8157142857142857,0.0021428571428571,0,0,14.302690744400024,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8564285714285714,0.8564285714285714,0.0,0,0,14.801622867584229,1,0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8633333333333333,0.8574999999999999,0.0058333333333333,6,0,30.716370344161987,1,0
V1,V1__lg1__ld0.01__lr0.0001__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8021428571428572,0.8021428571428572,0.0,3,3,22.11190795898437,1,0
V1,V1__lg1__ld0.01__lr0.0001__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8721428571428571,0.87,0.0021428571428571,1,2,19.609081983566284,1,0
V1,V1__lg1__ld0.01__lr0.0001__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8157142857142857,0.815,0.0007142857142857,2,4,24.34994864463806,1,0
V1,V1__lg1__ld0.01__lr0.0001__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8585714285714285,0.8585714285714285,0.0,0,0,14.830651760101318,1,0
V1,V1__lg1__ld0.01__lr0.0001__b8,stage2,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8583333333333334,0.8591666666666666,-0.0008333333333332,0,2,20.07478404045105,1,0
V1,V1__lg1__ld0.01__lr0.0003__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8007142857142857,0.802142857142857,-0.0014285714285713,1,1,16.95273494720459,1,0
V1,V1__lg1__ld0.01__lr0.0003__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8728571428571428,0.87,0.0028571428571427,0,0,14.9518084526062,1,0
V1,V1__lg1__ld0.01__lr0.0003__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8192857142857143,0.8157142857142857,0.0035714285714285,0,0,14.664552450180054,1,0
V1,V1__lg1__ld0.01__lr0.0003__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8557142857142856,0.8564285714285714,-0.0007142857142857,3,0,22.22765707969665,1,0
V1,V1__lg1__ld0.01__lr0.0003__b8,stage2,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8625,0.8574999999999999,0.0050000000000001,8,0,35.72633218765259,1,0
V1,V1__lg1__ld0.1__lr0.0001__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8021428571428572,0.8021428571428572,0.0,3,3,22.027373790740967,1,0
V1,V1__lg1__ld0.1__lr0.0001__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8721428571428571,0.87,0.0021428571428571,1,2,19.58015537261963,1,0
V1,V1__lg1__ld0.1__lr0.0001__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8157142857142857,0.815,0.0007142857142857,2,4,24.357727766036987,1,0
V1,V1__lg1__ld0.1__lr0.0001__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8585714285714285,0.8585714285714285,0.0,0,0,14.67629075050354,1,0
V1,V1__lg1__ld0.1__lr0.0001__b8,stage2,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8583333333333334,0.8591666666666666,-0.0008333333333332,0,2,20.543920755386356,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage2,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8007142857142857,0.802142857142857,-0.0014285714285713,1,1,17.42510485649109,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage2,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8728571428571428,0.87,0.0028571428571427,0,0,15.392080783843994,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage2,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8192857142857143,0.8157142857142857,0.0035714285714285,0,0,15.911126613616943,1,0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage2,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8557142857142856,0.8564285714285714,-0.0007142857142857,3,0,23.598029136657715,1,0
